"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"이이련 집 앞",1,,경상남도 진주시 금곡면 인담리 192,35.13088412,128.1631928,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김창세 집 앞",1,,경상남도 진주시 금곡면 인담리 596-1,35.11634489,128.1688904,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김진열 앞",1,,경상남도 진주시 금곡면 정자리 103-5,35.12399503,128.1833563,2008,,055-749-8806,경상남도 진주시,2020-12-30
"하무연앞",1,,경상남도 진주시 금곡면 정자리 245,35.12388165,128.1808435,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강복이앞",1,,경상남도 진주시 금곡면 정자리 271,35.12554264,128.1792892,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김수만 집 앞",1,,경상남도 진주시 금곡면 정자리 398-1,35.13513023,128.1818342,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이병윤 집 앞",1,,경상남도 진주시 금곡면 정자리 419-1,35.221398,128.221048,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김학수 위로 100M",1,,경상남도 진주시 금곡면 정자리 567,35.13810013,128.1729192,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정판호 집 앞",1,,경상남도 진주시 금곡면 정자리 635,35.13567975,128.1760195,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김용정 집 앞",1,,경상남도 진주시 금곡면 정자리 658-1,35.13476934,128.1759846,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김민호앞",1,,경상남도 진주시 금곡면 정자리 730-1,35.13145444,128.1863359,2008,,055-749-8806,경상남도 진주시,2020-12-30
"장갑상앞",1,,경상남도 진주시 금곡면 정자리 782-2,35.13190087,128.1772513,2008,,055-749-8806,경상남도 진주시,2020-12-30
"윤병현 집 앞",1,,경상남도 진주시 금곡면 정자리 790-1,35.13098452,128.1751205,2008,,055-749-8806,경상남도 진주시,2020-12-30
"윤병현 집 앞",1,,경상남도 진주시 금곡면 정자리 790-1,35.13098452,128.1751205,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정순달앞",1,,경상남도 진주시 금곡면 정자리 882-1,35.12807518,128.1735123,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강동훈앞",1,,경상남도 진주시 금곡면 정자리 885-8,35.1279401,128.1734132,2008,,055-749-8806,경상남도 진주시,2020-12-30
"황환봉앞",1,,경상남도 진주시 금곡면 정자리 909,35.12643348,128.1803554,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김백용 집 앞",1,,경상남도 진주시 금곡면 죽곡리 201,35.07252206,128.177363,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강자 집 옆",1,,경상남도 진주시 금곡면 죽곡리 799-1,35.07629141,128.1765049,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김시종 뒷벽",1,,경상남도 진주시 금곡면 죽곡리 808,35.07645618,128.1768002,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정양섭 앞 (논안)",1,,경상남도 진주시 금산면 가방리 1030-1,35.22550903,128.1488279,2008,,055-749-8806,경상남도 진주시,2020-12-30
"남성마을 정정훈 집 앞",1,,경상남도 진주시 금산면 가방리 116-1,35.24253396,128.1650004,2008,,055-749-8806,경상남도 진주시,2020-12-30
"성봉택 집 옆 도로변 고개",1,,경상남도 진주시 금산면 가방리 121-1,35.24191763,128.1608348,2008,,055-749-8806,경상남도 진주시,2020-12-30
"남성마을 유정순 집 앞",1,,경상남도 진주시 금산면 가방리 1306-2,35.22772766,128.1684417,2008,,055-749-8806,경상남도 진주시,2020-12-30
"남성마을(농창고,마을길옆)윤대만 옆",1,,경상남도 진주시 금산면 가방리 132-1,35.24233523,128.1653077,2008,,055-749-8806,경상남도 진주시,2020-12-30
"남성마을(못동네)장병택 앞",1,,경상남도 진주시 금산면 가방리 166-1,35.24018764,128.160271,2008,,055-749-8806,경상남도 진주시,2020-12-30
"장영화 집 앞 밭",1,,경상남도 진주시 금산면 가방리 166-1,35.24018764,128.160271,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.21689131,127.9710511,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.16344678,128.1679567,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.15550216,128.1635278,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.14160696,128.166386,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.18560529,127.9173026,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.18560529,127.9173026,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.20065531,127.899771,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.12206792,128.0966978,2008,,055-749-8806,경상남도 진주시,2020-12-30
"보안등",1,,경상남도 진주시 금산면 가방리 215-11,35.1851913,128.2224083,2008,,055-749-8806,경상남도 진주시,2020-12-30
"문한철집앞",1,,경상남도 진주시 금산면 가방리 243-1,35.23431759,128.1615558,2008,,055-749-8806,경상남도 진주시,2020-12-30
"장익권서두태집앞",1,,경상남도 진주시 금산면 가방리 261,35.23211084,128.160244,2008,,055-749-8806,경상남도 진주시,2020-12-30
"우갑주집앞",1,,경상남도 진주시 금산면 가방리 277-3,35.23451471,128.1624461,2008,,055-749-8806,경상남도 진주시,2020-12-30
"문영규집앞",1,,경상남도 진주시 금산면 가방리 310-1,35.23190561,128.1653413,2008,,055-749-8806,경상남도 진주시,2020-12-30
"구영택앞전주",1,,경상남도 진주시 금산면 가방리 318-1,35.23207703,128.1652318,2008,,055-749-8806,경상남도 진주시,2020-12-30
"문병영옆",1,,경상남도 진주시 금산면 가방리 342,35.23027716,128.1630418,2008,,055-749-8806,경상남도 진주시,2020-12-30
"관방청년회관 앞",1,,경상남도 진주시 금산면 가방리 400-1,35.22870075,128.1622367,2008,,055-749-8806,경상남도 진주시,2020-12-30
"황경생집앞",1,,경상남도 진주시 금산면 가방리 425,35.230668,128.161922,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김춘자집앞",1,,경상남도 진주시 금산면 가방리 637-1,35.23274313,128.1592784,2008,,055-749-8806,경상남도 진주시,2020-12-30
"남성마을임오갑앞",1,,경상남도 진주시 금산면 가방리 827-1,35.23660883,128.1534739,2008,,055-749-8806,경상남도 진주시,2020-12-30
"성우택 회관 잎",1,,경상남도 진주시 금산면 가방리 926-1,35.22902345,128.1497681,2008,,055-749-8806,경상남도 진주시,2020-12-30
"서태선,장부영집앞",1,,경상남도 진주시 금산면 가방리 971-1,35.22874908,128.1528877,2008,,055-749-8806,경상남도 진주시,2020-12-30
"고동석 집 앞",1,,경상남도 진주시 금산면 갈전리 119,35.18628093,128.1738456,2008,,055-749-8806,경상남도 진주시,2020-12-30
"전지연 좋은인연 앞 전주",1,,경상남도 진주시 금산면 갈전리 141,35.18794008,128.1734977,2008,,055-749-8806,경상남도 진주시,2020-12-30
"청곡사 삼거리 앞",1,,경상남도 진주시 금산면 갈전리 386-2,35.19061823,128.1665087,2008,,055-749-8806,경상남도 진주시,2020-12-30
"박남상 집 앞",1,,경상남도 진주시 금산면 갈전리 700-1,35.18640485,128.162602,2008,,055-749-8806,경상남도 진주시,2020-12-30
"박점상 집앞",1,,경상남도 진주시 금산면 갈전리 700-1,35.18640485,128.162602,2008,,055-749-8806,경상남도 진주시,2020-12-30
"박해성 집 앞",1,,경상남도 진주시 금산면 갈전리 700-1,35.18640485,128.162602,2008,,055-749-8806,경상남도 진주시,2020-12-30
"허련 집 앞",1,,경상남도 진주시 금산면 갈전리 700-1,35.18640485,128.162602,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이양식 집 앞",1,,경상남도 진주시 금산면 갈전리 751,35.18903471,128.1643203,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이기홍경로당앞",1,,경상남도 진주시 금산면 갈전리 908,35.18866761,128.1624967,2008,,055-749-8806,경상남도 진주시,2020-12-30
"고중석 집 옥상",1,,경상남도 진주시 금산면 갈전리 912-2,35.188621,128.162166,2008,,055-749-8806,경상남도 진주시,2020-12-30
"제점순집앞",1,,경상남도 진주시 금산면 갈전리 931-1,35.18874164,128.1610694,2008,,055-749-8806,경상남도 진주시,2020-12-30
"제실앞",1,,경상남도 진주시 금산면 갈전리 941,35.213312,127.926645,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정철화 집 앞",1,,경상남도 진주시 금산면 속사리 425,35.18889422,128.1400528,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정춘화 집 건너",1,,경상남도 진주시 금산면 속사리 466,35.18756556,128.1430591,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정덕정 집 앞",1,,경상남도 진주시 금산면 속사리 568,35.18600759,128.1417717,2008,,055-749-8806,경상남도 진주시,2020-12-30
"속사교옆",1,,경상남도 진주시 금산면 속사리 581,35.18392673,128.1405273,2013,한전주,055-749-8806,경상남도 진주시,2020-12-30
"김병채 집 뒤",1,,경상남도 진주시 금산면 속사리 683-2,35.18799763,128.143576,2008,,055-749-8806,경상남도 진주시,2020-12-30
"박수복 집 앞",1,,경상남도 진주시 금산면 송백리 269,35.19089795,128.137871,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김곤호집앞",1,,경상남도 진주시 금산면 송백리 429-1,35.19851598,128.1371043,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김수정집앞",1,,경상남도 진주시 금산면 송백리 448-1,35.20033552,128.1382935,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시 도로과",1,,경상남도 진주시 금산면 송백리 산31-2,35.199778,128.139852,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시 도로과",1,,경상남도 진주시 금산면 송백리 산31-2,35.246263,128.135267,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시 도로과",1,,경상남도 진주시 금산면 송백리 산31-2,35.196212,127.896815,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시 도로과",1,,경상남도 진주시 금산면 송백리 산31-2,35.141382,128.287617,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시 도로과",1,,경상남도 진주시 금산면 송백리 산31-2,35.19219748,128.216366,2008,,055-749-8806,경상남도 진주시,2020-12-30
"성황욱 집 앞",1,,경상남도 진주시 금산면 용아리 132-5,35.19979424,128.1733255,2008,,055-749-8806,경상남도 진주시,2020-12-30
"최영호 집 앞",1,,경상남도 진주시 금산면 용아리 132-5,35.19979424,128.1733255,2008,,055-749-8806,경상남도 진주시,2020-12-30
"허경구 집 앞",1,,경상남도 진주시 금산면 용아리 15,35.20052706,128.177676,2008,,055-749-8806,경상남도 진주시,2020-12-30
"최영호 축사 앞",1,,경상남도 진주시 금산면 용아리 752-1,35.20856197,128.1559797,2008,,055-749-8806,경상남도 진주시,2020-12-30
"성옥주집 도로위쪽",1,,경상남도 진주시 금산면 용아리 783,35.20920558,128.1600997,2008,,055-749-8806,경상남도 진주시,2020-12-30
"나쌍순집뒤",1,,경상남도 진주시 금산면 용아리 926,35.20133037,128.1575692,2008,,055-749-8806,경상남도 진주시,2020-12-30
"박차남뒷골목",1,,경상남도 진주시 금산면 용아리 926,35.20160079,128.1575807,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시청 도로과",1,,경상남도 진주시 금산면 장사리 1028-1,35.219327,128.147685,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시청 도로과",1,,경상남도 진주시 금산면 장사리 1028-1,35.190827,127.908494,2008,,055-749-8806,경상남도 진주시,2020-12-30
"조창식 집 앞",1,,경상남도 진주시 금산면 장사리 1141-1,35.22342154,128.1457042,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김천돌 집 앞",1,,경상남도 진주시 금산면 장사리 1225-1,35.22621228,128.141271,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이치열 집 앞",1,,경상남도 진주시 금산면 장사리 1248-1,35.22597959,128.1398315,2008,,055-749-8806,경상남도 진주시,2020-12-30
"장춘자 집 앞",1,,경상남도 진주시 금산면 장사리 1248-1,35.22597959,128.1398315,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정백영 집 앞",1,,경상남도 진주시 금산면 장사리 1248-1,35.22597959,128.1398315,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정영택 집 앞",1,,경상남도 진주시 금산면 장사리 1248-1,35.22597959,128.1398315,2008,,055-749-8806,경상남도 진주시,2020-12-30
"최또판",1,,경상남도 진주시 금산면 장사리 1286,35.22745844,128.1394056,2008,,055-749-8806,경상남도 진주시,2020-12-30
"사동회관 건너",1,,경상남도 진주시 금산면 장사리 1641,35.21495557,128.1859348,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강도분 집 앞",1,,경상남도 진주시 금산면 장사리 241,35.21952193,128.1765863,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김봉권 집 앞",1,,경상남도 진주시 금산면 장사리 394-1,35.21755345,128.1596659,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강갑용 집앞 도로변",1,,경상남도 진주시 금산면 장사리 680,35.22400086,128.1510441,2008,,055-749-8806,경상남도 진주시,2020-12-30
"덕정창고앞 도로변",1,,경상남도 진주시 금산면 장사리 680,35.22400086,128.1510441,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김경옥 원룸 앞",1,,경상남도 진주시 금산면 장사리 768,35.21966347,128.1522224,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강옥희 집 앞",1,,경상남도 진주시 금산면 장사리 96,35.214224,128.184738,2008,,055-749-8806,경상남도 진주시,2020-12-30
"금산농협주유소앞",1,,경상남도 진주시 금산면 장사리 978-1,35.21665868,128.1474165,2008,,055-749-8806,경상남도 진주시,2020-12-30
"안한수 하우스 앞",1,,경상남도 진주시 금산면 중천리 1046-4,35.21272867,128.1317244,2008,,055-749-8806,경상남도 진주시,2020-12-30
"한신조 집앞 도로",1,,경상남도 진주시 금산면 중천리 1061-1,35.21238738,128.1305815,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김용식",1,,경상남도 진주시 금산면 중천리 314,35.21383867,128.1386242,2008,,055-749-8806,경상남도 진주시,2020-12-30
"중천회관 앞",1,,경상남도 진주시 금산면 중천리 340-2,35.214135,128.1413907550,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강남순 도로변",1,,경상남도 진주시 금산면 중천리 413-3,35.21445547,128.1430408,2008,,055-749-8806,경상남도 진주시,2020-12-30
"국호횟집 앞 주변",1,,경상남도 진주시 금산면 중천리 413-3,35.21445547,128.1430408,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이스턴힐 레스토랑옆",1,,경상남도 진주시 금산면 중천리 43-1,35.20755081,128.1501347,2008,,055-749-8806,경상남도 진주시,2020-12-30
"정경영",1,,경상남도 진주시 금산면 중천리 568-1,35.21141738,128.1355007,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이정호 집 옆",1,,경상남도 진주시 금산면 중천리 902-2,35.22168958,128.1344796,2008,,055-749-8806,경상남도 진주시,2020-12-30
"최현식(금산떡집)앞",1,,경상남도 진주시 금산면 중천리 962,35.21718389,128.1297765,2008,,055-749-8806,경상남도 진주시,2020-12-30
"목공소 앞",1,,경상남도 진주시 내동면 독산리 1104,35.16202302,128.0659771,2008,,055-749-8806,경상남도 진주시,2020-12-30
"전임이 집 앞",1,,경상남도 진주시 내동면 독산리 1104,35.16365464,128.0659565,2008,,055-749-8806,경상남도 진주시,2020-12-30
"허윤성 집 앞",1,,경상남도 진주시 내동면 독산리 1104,35.16381722,128.0653748,2008,,055-749-8806,경상남도 진주시,2020-12-30
"산유로488번길11앞",1,,경상남도 진주시 내동면 독산리 288,35.14227131,128.0677935,2008,한전주,055-749-8806,경상남도 진주시,2020-12-30
"삼강마을 회관 앞 삼거리 주변",1,,경상남도 진주시 내동면 독산리 39,35.16511369,128.068241,2008,전용주,055-749-8806,경상남도 진주시,2020-12-30
"김구식 농기계창고 앞",1,,경상남도 진주시 내동면 독산리 46-9,35.16406843,128.0675046,2008,전용주,055-749-8806,경상남도 진주시,2020-12-30
"김구식 농기계창고 앞",1,,경상남도 진주시 내동면 독산리 46-9,35.16406843,128.0675046,2008,전용주,055-749-8806,경상남도 진주시,2020-12-30
"마을입구 삼거리 논가",1,,경상남도 진주시 내동면 독산리 46-9,35.16406843,128.0675046,2008,전용주,055-749-8806,경상남도 진주시,2020-12-30
"서당골가든 앞",1,,경상남도 진주시 내동면 독산리 480-2,35.16149213,128.0642203,2008,,055-749-8806,경상남도 진주시,2020-12-30
"박두섭집앞",1,,경상남도 진주시 내동면 독산리 835-1,35.13960814,128.058178,2008,,055-749-8806,경상남도 진주시,2020-12-30
"고영희집앞",1,,경상남도 진주시 내동면 독산리 884,35.13832681,128.0607121,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김구식농기계창고앞",1,,경상남도 진주시 내동면 독산리 산46-10,35.16406843,128.0675046,2008,전용주,055-749-8806,경상남도 진주시,2020-12-30
"강상몽원 대문입구 우",1,,경상남도 진주시 내동면 삼계리 1046-59,35.153848,128.052065,2008,,055-749-8806,경상남도 진주시,2020-12-30
"삼계리 진주풋살장 주변",1,,경상남도 진주시 내동면 삼계리 1061,35.14090375,128.0429468,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김태돈 집 뒤",1,,경상남도 진주시 내동면 삼계리 16-1,35.15086927,128.053829,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강상만 집 앞 (첫집)",1,,경상남도 진주시 내동면 삼계리 16-6,35.15038283,128.0530933,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김용규 축사앞 도로변",1,,경상남도 진주시 내동면 삼계리 270,35.14892803,128.0389452,2008,,055-749-8806,경상남도 진주시,2020-12-30
"신현숙 집 입구",1,,경상남도 진주시 내동면 삼계리 272-4,35.14873873,128.0389341,2008,,055-749-8806,경상남도 진주시,2020-12-30
"곽필열 집 앞",1,,경상남도 진주시 내동면 삼계리 362-1,35.14240254,128.0358691,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이금수집앞",1,,경상남도 진주시 내동면 삼계리 518,35.14331334,128.0347391,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김한호집 옆(제실 앞)",1,,경상남도 진주시 내동면 삼계리 794,35.16152437,128.0280403,2008,,055-749-8806,경상남도 진주시,2020-12-30
"손재섭집앞",1,,경상남도 진주시 내동면 삼계리 794,35.16152437,128.0280403,2008,,055-749-8806,경상남도 진주시,2020-12-30
"최덕수집앞",1,,경상남도 진주시 내동면 삼계리 799,35.16152437,128.0280403,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김태섭집앞",1,,경상남도 진주시 내동면 삼계리 945-1,35.33479976,128.1613173,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이상갑집앞",1,,경상남도 진주시 내동면 삼계리 948-2,35.14416272,128.027189,2008,,055-749-8806,경상남도 진주시,2020-12-30
"최달옥집앞",1,,경상남도 진주시 내동면 삼계리 산176,35.16152437,128.0280403,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시공영차고지맞은편",1,,경상남도 진주시 내동면 신율리 1025,35.153984,128.085423,2013,한전주,055-749-8806,경상남도 진주시,2020-12-30
"대동마을 유복순 집 앞",1,,경상남도 진주시 내동면 신율리 14,35.151862,128.096282,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김점수 집 앞",1,,경상남도 진주시 내동면 신율리 15,35.15235958,128.0929036,2008,,055-749-8806,경상남도 진주시,2020-12-30
"백운재집앞",1,,경상남도 진주시 내동면 신율리 310-1,,128.087443,2008,,055-749-8806,경상남도 진주시,2020-12-30
"진주시공영주차고지맞은편",1,,경상남도 진주시 내동면 신율리 490-2,35.15411425,128.0850358,2013,한전주,055-749-8806,경상남도 진주시,2020-12-30
"경남과학대학교종합농장입구",1,,경상남도 진주시 내동면 신율리 산63,35.14940849,128.0853382,2013,한전주,055-749-8806,경상남도 진주시,2020-12-30
"가호경로당 앞 도로변",1,,경상남도 진주시 내동면 유수리 248-1,35.12646647,128.0304525,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김순남 집 앞",1,,경상남도 진주시 내동면 유수리 259-1,35.12651978,128.0332724,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김덕열집옆복숭아밭",1,,경상남도 진주시 내동면 유수리 376-1,35.12774742,128.026854,2008,,055-749-8806,경상남도 진주시,2020-12-30
"옷밭골마을입구",1,,경상남도 진주시 내동면 유수리 380-1,35.12922568,128.0273483,2008,,055-749-8806,경상남도 진주시,2020-12-30
"유창두집앞도로변",1,,경상남도 진주시 내동면 유수리 380-1,35.12922568,128.0273483,2008,,055-749-8806,경상남도 진주시,2020-12-30
"이 앞(전경대 옆 첫집)",1,,경상남도 진주시 내동면 유수리 490,35.125559,128.0156727,2008,,055-749-8806,경상남도 진주시,2020-12-30
"작은미륵골 터널 안",1,,경상남도 진주시 내동면 유수리 51,35.12474817,128.0471513,2008,,055-749-8806,경상남도 진주시,2020-12-30
"박상주집앞",1,,경상남도 진주시 내동면 유수리 568-1,35.12968665,128.0216098,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김남규집앞",1,,경상남도 진주시 내동면 유수리 718-1,35.13218437,128.0175395,2008,,055-749-8806,경상남도 진주시,2020-12-30
"곽기룡집뒤",1,,경상남도 진주시 내동면 유수리 869-1,35.12816128,128.0301459,2008,,055-749-8806,경상남도 진주시,2020-12-30
"김복선집앞",1,,경상남도 진주시 내동면 유수리 산14-6,35.12076707,128.0380316,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강동명 집 앞 도로",1,,경상남도 진주시 대곡면 가정리 769-1,35.25081595,128.1850283,2008,,055-749-8806,경상남도 진주시,2020-12-30
"강정기 집 앞",1,,경상남도 진주시 대곡면 광석리 106,35.27216035,128.1675891,2008,,055-749-8806,경상남도 진주시,2020-12-30
