"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"상광교동287",1,경기도 수원시 장안구 광교산로509번길 9,경기도 수원시 장안구 상광교동 287,37.326805,127.013983,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동293",1,,경기도 수원시 장안구 상광교동 293,37.325333,127.011463,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동293",1,,경기도 수원시 장안구 상광교동 293,37.325409,127.011857,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동323-1",1,경기도 수원시 장안구 광교산로509번길 27,경기도 수원시 장안구 상광교동 323-1,37.327441,127.013546,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동333",1,경기도 수원시 장안구 광교산로509번길 32,경기도 수원시 장안구 상광교동 333,37.327619,127.013251,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동339-1",1,경기도 수원시 장안구 광교산로509번길 10-11,경기도 수원시 장안구 상광교동 339-1,37.328211,127.013942,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동340-2",1,,경기도 수원시 장안구 상광교동 340-2,37.327454,127.013974,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동367-6",1,,경기도 수원시 장안구 상광교동 367-6,37.329739,127.013584,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동371-6",1,,경기도 수원시 장안구 상광교동 371-6,37.330575,127.014408,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동39-1",1,경기도 수원시 장안구 광교산로 607,경기도 수원시 장안구 상광교동 39-1,37.335379,127.016681,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동39-2",1,,경기도 수원시 장안구 상광교동 39-2,37.334941,127.017138,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동39-4",1,,경기도 수원시 장안구 상광교동 39-4,37.335111,127.016921,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동409-10",1,경기도 수원시 장안구 광교산로 471,경기도 수원시 장안구 상광교동 409-10,37.323755,127.014576,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동409-10",1,경기도 수원시 장안구 광교산로 471,경기도 수원시 장안구 상광교동 409-10,37.326323,127.013414,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동409-10",1,경기도 수원시 장안구 광교산로 471,경기도 수원시 장안구 상광교동 409-10,37.325051,127.011083,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동409-10",1,경기도 수원시 장안구 광교산로 471,경기도 수원시 장안구 상광교동 409-10,37.324956,127.010487,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동409-25",1,경기도 수원시 장안구 광교산로509번길 10-3,경기도 수원시 장안구 상광교동 409-25,37.327629,127.014469,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동409-30",1,경기도 수원시 장안구 광교산로518번길 43-32,경기도 수원시 장안구 상광교동 409-30,37.330204,127.016399,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동409-9",1,경기도 수원시 장안구 광교산로 496,경기도 수원시 장안구 상광교동 409-9,37.329691,127.020795,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동413",1,,경기도 수원시 장안구 상광교동 413,37.334932,127.017161,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동42-1",1,,경기도 수원시 장안구 상광교동 42-1,37.334771,127.017332,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동42-1",1,,경기도 수원시 장안구 상광교동 42-1,37.334753,127.017332,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동423",1,,경기도 수원시 장안구 상광교동 423,37.329945,127.016651,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동424",1,,경기도 수원시 장안구 상광교동 424,37.329454,127.020425,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동424",1,,경기도 수원시 장안구 상광교동 424,37.329306,127.019976,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동430",1,경기도 수원시 장안구 광교산로 496,경기도 수원시 장안구 상광교동 430,37.326095,127.015346,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동432",1,경기도 수원시 장안구 광교산로509번길 17,경기도 수원시 장안구 상광교동 432,37.325952,127.013249,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동433",1,경기도 수원시 장안구 광교산로509번길 22,경기도 수원시 장안구 상광교동 433,37.327723,127.013881,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동 47-1",1,,경기도 수원시 장안구 상광교동 47-1,37.335349,127.017437,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동67-3",1,경기도 수원시 장안구 광교산로 594-3,경기도 수원시 장안구 상광교동 67-3,37.334351,127.017699,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동69-1",1,경기도 수원시 장안구 광교산로 594-1,경기도 수원시 장안구 상광교동 69-1,37.334286,127.017519,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동69-2",1,경기도 수원시 장안구 광교산로 592,경기도 수원시 장안구 상광교동 69-2,37.334067,127.017127,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동76-6",1,경기도 수원시 장안구 광교산로 574-1,경기도 수원시 장안구 상광교동 76-6,37.332839,127.015755,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동84-2",1,,경기도 수원시 장안구 상광교동 84-2,37.332125,127.015538,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동84-6",1,경기도 수원시 장안구 광교산로 564,경기도 수원시 장안구 상광교동 84-6,37.331813,127.015892,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동산70-1",1,,경기도 수원시 장안구 상광교동 산70-1,37.335711,127.016609,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동산70-1",1,,경기도 수원시 장안구 상광교동 산70-1,37.336126,127.016604,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"상광교동산97",1,,경기도 수원시 장안구 상광교동 산97,37.325085,127.010835,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동100",1,경기도 수원시 장안구 수일로107번길 4,경기도 수원시 장안구 송죽동 100,37.309401,127.002681,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동103-5",1,,경기도 수원시 장안구 송죽동 103-5,37.308629,127.003097,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동103-5",1,,경기도 수원시 장안구 송죽동 103-5,37.308529,127.002986,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동104-1",1,경기도 수원시 장안구 파장천로66번길 106-8,경기도 수원시 장안구 송죽동 104-1,37.308479,127.002388,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동104-7",1,,경기도 수원시 장안구 송죽동 104-7,37.308829,127.002158,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동105",1,경기도 수원시 장안구 수일로 114-7,경기도 수원시 장안구 송죽동 105,37.308869,127.002665,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동106-2",1,경기도 수원시 장안구 파장천로66번길 95,경기도 수원시 장안구 송죽동 106-2,37.308776,127.002306,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동108-2",1,경기도 수원시 장안구 수일로104번길 15-7,경기도 수원시 장안구 송죽동 108-2,37.308601,127.001879,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동117",1,경기도 수원시 장안구 수일로104번길 15-10,경기도 수원시 장안구 송죽동 117,37.308521,127.001925,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동120-1",1,경기도 수원시 장안구 파장천로66번길 106-9,경기도 수원시 장안구 송죽동 120-1,37.308333,127.002131,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동122-5",1,,경기도 수원시 장안구 송죽동 122-5,37.308436,127.002661,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동122-5",1,,경기도 수원시 장안구 송죽동 122-5,37.308373,127.002593,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동123-1",1,,경기도 수원시 장안구 송죽동 123-1,37.307867,127.002521,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동123-4",1,경기도 수원시 장안구 수일로118번길 21,경기도 수원시 장안구 송죽동 123-4,37.308095,127.002777,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동125-1",1,경기도 수원시 장안구 수일로118번길 14,경기도 수원시 장안구 송죽동 125-1,37.308285,127.002831,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동127",1,경기도 수원시 장안구 수일로118번길 7-2,경기도 수원시 장안구 송죽동 127,37.308433,127.003281,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동128-3",1,,경기도 수원시 장안구 송죽동 128-3,37.308406,127.003292,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동129-1",1,경기도 수원시 장안구 만석로 249,경기도 수원시 장안구 송죽동 129-1,37.308245,127.003452,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동130-7",1,,경기도 수원시 장안구 송죽동 130-7,37.307914,127.003772,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동136",1,경기도 수원시 장안구 만석로 245-13,경기도 수원시 장안구 송죽동 136,37.307634,127.002625,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동136",1,경기도 수원시 장안구 만석로 245-13,경기도 수원시 장안구 송죽동 136,37.307725,127.002759,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동144",1,경기도 수원시 장안구 수일로118번길 30,경기도 수원시 장안구 송죽동 144,37.307784,127.002262,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동148-12",1,,경기도 수원시 장안구 송죽동 148-12,37.307332,127.002122,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동148-14",1,,경기도 수원시 장안구 송죽동 148-14,37.307178,127.001999,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동148-2",1,경기도 수원시 장안구 경수대로1008번길 19,경기도 수원시 장안구 송죽동 148-2,37.307294,127.001851,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동148-4",1,경기도 수원시 장안구 만석로 233-8,경기도 수원시 장안구 송죽동 148-4,37.307081,127.002271,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동152-5",1,경기도 수원시 장안구 파장천로58번길 110-8,경기도 수원시 장안구 송죽동 152-5,37.307619,127.001937,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동157",1,경기도 수원시 장안구 파장천로58번길 102-9,경기도 수원시 장안구 송죽동 157,37.307644,127.001632,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동16",1,,경기도 수원시 장안구 송죽동 16,37.311753,127.008166,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동16",1,,경기도 수원시 장안구 송죽동 16,37.311943,127.009281,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동177-1",1,경기도 수원시 장안구 경수대로 1010,경기도 수원시 장안구 송죽동 177-1,37.306851,127.001699,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동177-4",1,경기도 수원시 장안구 파장천로44번길 115-3,경기도 수원시 장안구 송죽동 177-4,37.306986,127.001664,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동178-6",1,경기도 수원시 장안구 파장천로44번길 107-2,경기도 수원시 장안구 송죽동 178-6,37.307273,127.001445,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동182-3",1,경기도 수원시 장안구 만석로 233-5,경기도 수원시 장안구 송죽동 182-3,37.306909,127.002161,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동183",1,경기도 수원시 장안구 경수대로1008번길 4,경기도 수원시 장안구 송죽동 183,37.306771,127.001768,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동183",1,경기도 수원시 장안구 경수대로1008번길 4,경기도 수원시 장안구 송죽동 183,37.306979,127.001923,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동186",1,경기도 수원시 장안구 만석로 234,경기도 수원시 장안구 송죽동 186,37.306852,127.002861,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동190-2",1,경기도 수원시 장안구 경수대로994번길 11,경기도 수원시 장안구 송죽동 190-2,37.306474,127.002911,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동19-2",1,경기도 수원시 장안구 수일로123번길 90-101,경기도 수원시 장안구 송죽동 19-2,37.311717,127.008111,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동193-1",1,,경기도 수원시 장안구 송죽동 193-1,37.306874,127.003346,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동20-12",1,경기도 수원시 장안구 수일로123번길 90-46,경기도 수원시 장안구 송죽동 20-12,37.312284,127.007991,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동20-21",1,경기도 수원시 장안구 수일로123번길 90-102,경기도 수원시 장안구 송죽동 20-21,37.311912,127.007736,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동20-6",1,,경기도 수원시 장안구 송죽동 20-6,37.311601,127.007176,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동20-6",1,,경기도 수원시 장안구 송죽동 20-6,37.312009,127.007475,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동213-6",1,,경기도 수원시 장안구 송죽동 213-6,37.306149,127.002814,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동216-1",1,경기도 수원시 장안구 경수대로 998,경기도 수원시 장안구 송죽동 216-1,37.306146,127.002521,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동256-11",1,경기도 수원시 장안구 만석로 181-16,경기도 수원시 장안구 송죽동 256-11,37.303833,126.999596,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동256-17",1,,경기도 수원시 장안구 송죽동 256-17,37.303489,126.999465,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동258-3",1,경기도 수원시 장안구 파장로 1,경기도 수원시 장안구 송죽동 258-3,37.303727,126.999823,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-100",1,경기도 수원시 장안구 파장로7번길 33,경기도 수원시 장안구 송죽동 272-100,37.302751,126.998336,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-101",1,경기도 수원시 장안구 파장로 9,경기도 수원시 장안구 송죽동 272-101,37.304098,126.998972,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-109",1,경기도 수원시 장안구 파장로21번길 11-22,경기도 수원시 장안구 송죽동 272-109,37.303645,126.998673,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-109",1,경기도 수원시 장안구 파장로21번길 11-22,경기도 수원시 장안구 송죽동 272-109,37.303627,126.998707,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-27",1,,경기도 수원시 장안구 송죽동 272-27,37.303733,126.998447,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-33",1,경기도 수원시 장안구 만석로177번길 13,경기도 수원시 장안구 송죽동 272-33,37.303282,126.998341,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-42",1,경기도 수원시 장안구 파장로 15,경기도 수원시 장안구 송죽동 272-42,37.304275,126.998597,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-44",1,경기도 수원시 장안구 파장로7번길 23,경기도 수원시 장안구 송죽동 272-44,37.303023,126.998671,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-64",1,,경기도 수원시 장안구 송죽동 272-64,37.303523,126.999183,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-64",1,,경기도 수원시 장안구 송죽동 272-64,37.303131,126.998635,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-64",1,,경기도 수원시 장안구 송죽동 272-64,37.303868,126.999494,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-64",1,,경기도 수원시 장안구 송죽동 272-64,37.303505,126.999161,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-64",1,,경기도 수원시 장안구 송죽동 272-64,37.303405,126.999061,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-64",1,,경기도 수원시 장안구 송죽동 272-64,37.302981,126.998987,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-79",1,경기도 수원시 장안구 파장로 15-1,경기도 수원시 장안구 송죽동 272-79,37.304247,126.998507,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동272-83",1,경기도 수원시 장안구 만석로177번길 3,경기도 수원시 장안구 송죽동 272-83,37.302971,126.998897,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-104",1,경기도 수원시 장안구 만석로177번길 27,경기도 수원시 장안구 송죽동 277-104,37.303494,126.997874,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-104",1,경기도 수원시 장안구 만석로177번길 27,경기도 수원시 장안구 송죽동 277-104,37.303503,126.997841,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-18",1,경기도 수원시 장안구 만석로159번길 8,경기도 수원시 장안구 송죽동 277-18,37.302304,126.997755,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-2",1,,경기도 수원시 장안구 송죽동 277-2,37.302893,126.998176,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-2",1,,경기도 수원시 장안구 송죽동 277-2,37.303211,126.997495,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-26",1,경기도 수원시 장안구 파장로 19,경기도 수원시 장안구 송죽동 277-26,37.304496,126.998042,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-26",1,경기도 수원시 장안구 파장로 19,경기도 수원시 장안구 송죽동 277-26,37.304505,126.998121,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-28",1,경기도 수원시 장안구 파장로21번길 7,경기도 수원시 장안구 송죽동 277-28,37.304133,126.997821,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-30",1,경기도 수원시 장안구 파장로21번길 11-4,경기도 수원시 장안구 송죽동 277-30,37.304026,126.997867,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-38",1,경기도 수원시 장안구 만석로177번길 29,경기도 수원시 장안구 송죽동 277-38,37.303574,126.997682,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-47",1,경기도 수원시 장안구 만석로159번길 38-14,경기도 수원시 장안구 송죽동 277-47,37.303042,126.997723,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-74",1,,경기도 수원시 장안구 송죽동 277-74,37.303991,126.998037,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-74",1,,경기도 수원시 장안구 송죽동 277-74,37.304089,126.997855,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-85",1,경기도 수원시 장안구 만석로159번길 38-18,경기도 수원시 장안구 송죽동 277-85,37.302936,126.997961,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-94",1,경기도 수원시 장안구 파장로7번길 38,경기도 수원시 장안구 송죽동 277-94,37.302649,126.998089,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동277-99",1,경기도 수원시 장안구 만석로177번길 30,경기도 수원시 장안구 송죽동 277-99,37.303702,126.997906,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동30-1",1,,경기도 수원시 장안구 송죽동 30-1,37.311658,127.006487,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동30-1",1,,경기도 수원시 장안구 송죽동 30-1,37.311613,127.006453,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동31-2",1,,경기도 수원시 장안구 송죽동 31-2,37.311834,127.005921,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동350-1",1,,경기도 수원시 장안구 송죽동 350-1,37.297104,127.005212,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동350-1",1,,경기도 수원시 장안구 송죽동 350-1,37.297967,127.005991,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동350-1",1,,경기도 수원시 장안구 송죽동 350-1,37.298203,127.006212,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동353",1,경기도 수원시 장안구 정조로1051번길 14,경기도 수원시 장안구 송죽동 353,37.299361,127.004674,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동366-10",1,경기도 수원시 장안구 송원로23번길 39,경기도 수원시 장안구 송죽동 366-10,37.298896,127.003992,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동366-10",1,경기도 수원시 장안구 송원로23번길 39,경기도 수원시 장안구 송죽동 366-10,37.298916,127.004173,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동366-11",1,,경기도 수원시 장안구 송죽동 366-11,37.298953,127.004353,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동366-6",1,경기도 수원시 장안구 송원로23번길 41,경기도 수원시 장안구 송죽동 366-6,37.299022,127.003946,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동366-8",1,경기도 수원시 장안구 송원로23번길 39-2,경기도 수원시 장안구 송죽동 366-8,37.298858,127.003779,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.297141,127.003046,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.297367,127.003234,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.297576,127.003435,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.297188,127.004444,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.297415,127.004632,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.297896,127.005077,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.298251,127.005433,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.298082,127.005774,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.298553,127.004944,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.298629,127.004346,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
"송죽동367",1,,경기도 수원시 장안구 송죽동 367,37.298522,127.005633,2008,한전주,031-228-5486,수원시 장안구,2021-05-20
